Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1984-1985,Milwaukee Hawks,MH,Jerry Eaves,,,,,,,,,,,1,"Oct 31, 1984",,,https://basketball.realgm.com/nba/teams/Random/46/Transaction_History/1985
1984-1985,Milwaukee Hawks,MH,Bobby Parks,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/46/Transaction_History/1985
1984-1985,Milwaukee Hawks,MH,George Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/46/Transaction_History/1985
1984-1985,Milwaukee Hawks,MH,Mike Glenn,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/46/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Calvin Garrett,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Eddie Jordan,,,,,,,,,,,1,"Oct 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Chuck Nevitt,,,,,,,,,,,1,"Nov 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Larry Demic,,,,,,,,,,,1,"Oct 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Kareem Abdul-Jabbar,,,,,1,Los Angeles Lakers,LAL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Magic Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Minneapolis Lakers,ML,Swen Nater,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/47/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Don Collins,,,,,,,,,,,1,"May 1, 1985",,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Dan Roundfield,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Mike Gibson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Greg Ballard,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Charles A. Jones,1,"Feb 24, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Tom McMillen,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Fred Reynolds,,,,,,,,,,,1,"Sep 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Charles Davis,,,,,,,,,,,1,"Nov 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Chicago Zephyrs,CZ,Joe Kopicki,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/48/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Mark Landsberger,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Jim Master,,,,,,,,,,,1,"Jul 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,John Garris,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Dicky Beal,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Charlie Criss,1,"Feb 14, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Sidney Lowe,,,,,,,,,,,1,"Dec 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Mike Glenn,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Stewart Granger,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Jerry Eaves,,,,,,,,,,,1,"Oct 31, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Billy Paultz,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Bobby Parks,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,George Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,Leo Rautins,,,,,,,,,,,1,"Nov 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1984-1985,Tri-Cities Blackhawks,TCB,"Walker Russell, Sr.",,,,,,,,,,,1,"Dec 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/49/Transaction_History/1985
1985-1986,Atlanta Hawks,ATL,Ray Williams,,,,,,,,,,,1,"Dec 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Johnny Davis,,,,,,,,,,,,,1,"Feb 10, 1986",https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Scott Hastings,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Sly Williams,,,,,,,,,,,1,"Sep 23, 1985",,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Doc Rivers,,,,,1,Atlanta Hawks,ATL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Mike McGee,,,,,,,,,,,,,1,"Jun 17, 1986",https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,"Eddie Johnson, Jr.",1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Sedric Toney,,,,,,,,,,,1,"Nov 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Atlanta Hawks,ATL,Rickey Brown,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/1/Transaction_History/1986
1985-1986,Boston Celtics,BOS,M.L. Carr,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Danny Ainge,,,,,1,Boston Celtics,BOS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Robert Parish,,,,,1,Boston Celtics,BOS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Sly Williams,,,,,,,,,,,1,"Dec 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Ray Williams,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Rick Lamb,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Jerry Sichting,,,,,,,,,,,,,1,"Oct 2, 1985",https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Carlos Clark,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Bill Walton,,,,,,,,,,,,,1,"Sep 6, 1985",https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,David Thirdkill,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Boston Celtics,BOS,Andre Battle,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Steve Colter,,,,,,,,,,,,,1,"Jun 17, 1986",https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Billy McKinney,,,,,,,,,,,1,"Dec 17, 1985",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Adrian Branch,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Caldwell Jones,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Mike Holton,1,"Feb 22, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Rod Higgins,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Tony Brown,1,"Mar 4, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Michael Wilson,,,,,,,,,,,1,"Oct 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Ron Brewer,,,,,,,,,,,1,"Nov 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,Wes Matthews,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Chicago Bulls,CHI,George Gervin,,,,,,,,,,,,,1,"Oct 24, 1985",https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,John Bagley,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Ricky Johnson,,,,,,,,,,,1,"Sep 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Leonard Mitchell,,,,,,,,,,,1,"Sep 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Roy Hinson,,,,,1,Cleveland Cavaliers,CLE,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Derrick Rowland,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Johnny Davis,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Ennis Whatley,,,,,,,,,,,1,"Dec 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Kevin Williams,,,,,,,,,,,1,"Sep 17, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,"Eddie Johnson, Jr.",,,,,,,,,,,,,1,"Feb 10, 1986",https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Buzz Peterson,,,,,,,,,,,1,"Sep 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Mark Davis,,,,,,,,,,,1,"Sep 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Edgar Jones,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Ben McDonald,1,"Mar 14, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Cleveland Cavaliers,CLE,Mark West,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Dennis Nutt,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Tommy Davis,,,,,,,,,,,1,"Oct 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Bubba Jennings,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Jay Vincent,,,,,1,Dallas Mavericks,DAL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Charlie Sitton,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Harold Keeling,,,,,,,,,,,1,"Oct 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Wallace Bryant,,,,,,,,,,,1,"Nov 26, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,Eddie Smith,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Dallas Mavericks,DAL,James Donaldson,,,,,,,,,,,,,1,"Nov 25, 1985",https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Alex English,,,,,1,Denver Nuggets,DEN,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Eddie Hughes,,,,,,,,,,,1,"Oct 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Joe Kopicki,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Mike Evans,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Andre Goode,,,,,,,,,,,1,"Oct 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Barry Stevens,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Denver Nuggets,DEN,Dan Issel,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1986
1985-1986,Detroit Pistons,DET,"Walker Russell, Sr.",,,,,,,,,,,1,"Nov 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,John Long,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Kenny Patterson,,,,,,,,,,,1,"Oct 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Brook Steppe,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Terry Tyler,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Major Jones,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Freeman Williams,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Jerome Henderson,,,,,,,,,,,1,"Nov 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Isiah Thomas,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Spencer Haywood,,,,,,,,,,,1,"Oct 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Detroit Pistons,DET,Ron Crevier,,,,,,,,,,,1,"Dec 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Steve Burtt,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Ron Crevier,,,,,,,,,,,1,"Nov 6, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Chuck Aleksinas,,,,,,,,,,,1,"Nov 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Greg Cavener,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Othell Wilson,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Chris McNealy,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Guy Williams,,,,,,,,,,,1,"Nov 6, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Larry Smith,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Mike Bratz,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Luster Goodwin,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Golden State Warriors,GSW,Gary Plummer,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Scooter McCray,,,,,,,,,,,1,"Oct 21, 1985",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Michael Young,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Eric Turner,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Sam Mitchell,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Lionel Hollins,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,John Lucas,,,,,,,,,,,1,"Mar 14, 1986",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Lewis Lloyd,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Granville Waiters,,,,,,,,,,,1,"Dec 17, 1985",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Hank McDowell,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Houston Rockets,HOU,Larry Micheaux,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1986
1985-1986,Indiana Pacers,IND,James Banks,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Dwight Anderson,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Jim Thomas,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Clint Richardson,,,,,,,,,,,,,1,"Oct 23, 1985",https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Bryan Warrick,,,,,,,,,,,1,"Sep 25, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Ron Anderson,,,,,,,,,,,,,1,"Dec 10, 1985",https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Devin Durrant,,,,,,,,,,,1,"Oct 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Kenton Edelin,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Herb Williams,,,,,1,Indiana Pacers,IND,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Quinn Buckner,,,,,,,,,,,1,"Jan 15, 1986",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Jerry Sichting,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Indiana Pacers,IND,Tony Brown,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Kurt Nimphius,,,,,,,,,,,,,1,"Nov 25, 1985",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Darnell Valentine,,,,,,,,,,,,,1,"Jan 14, 1986",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Jay Murphy,,,,,,,,,,,1,"Dec 17, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Anicet Lavodrama,,,,,,,,,,,1,"Oct 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Dale Wilkinson,,,,,,,,,,,1,"Oct 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Jim Thomas,,,,,,,,,,,1,"Dec 10, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Jamaal Wilkes,,,,,,,,,,,1,"Dec 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Billy McKinney,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Cedric Maxwell,,,,,,,,,,,,,1,"Sep 6, 1985",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Jeff Cross,1,"Feb 10, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Bobby Parks,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Ray Williams,,,,,,,,,,,1,"Oct 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Wallace Bryant,1,"Jan 16, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Norm Nixon,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Harvey Catchings,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Dane Suttle,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Rory White,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Clippers,LAC,Franklin Edwards,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Earl Jones,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Larry Spriggs,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Jerome Henderson,1,"Mar 20, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
